Target,Correlation,p_value,q_value
Alanine_zipper,-0.00980062,0.298243576,0.856043564
Ald_Xan_dh_C,-0.02875031,0.002273022,0.023531128
Ald_deCOase,-0.002070131,0.826095268,0.870043435
Aldedh,-0.050701598,7.26E-08,1.88E-06
Aldo_ket_red,-0.043115399,4.69E-06,8.85E-05
Aldolase,-0.016869481,0.073364127,0.377558448
Aldolase_II,-0.034618839,0.000237524,0.003130702
Aldose_epim,-0.024503986,0.009292396,0.077490388
Alg14,-0.002201981,0.815213149,0.870043435
Alg17C_C,-0.002944359,0.754661888,0.870043435
AlgF,-0.003127874,0.739907602,0.870043435
Alginate_exp,-0.00793495,0.399684983,0.870043435
Alginate_lyase,-0.006702654,0.476842728,0.870043435
Alginate_lyase2,-0.003639058,0.69932612,0.870043435
AlkA_N,-0.00815961,0.386474072,0.870043435
AlkZ-like,-0.013790889,0.14326046,0.585479406
AlkZ-rel,-0.002131735,0.821006573,0.870043435
Alk_phosphatase,-0.015306517,0.104238785,0.480106195
Alkyl_sulf_C,-0.010083156,0.284530908,0.837211578
Alkyl_sulf_dimr,-0.010717815,0.255303849,0.800729537
AllG,-0.011811818,0.209957114,0.725632425
AllH,-0.011811818,0.209957114,0.725632425
Allantoicase,-0.00952416,0.312081779,0.870043435
Allexi_40kDa,-0.002185948,0.816534567,0.870043435
Alliinase_C,-0.006168113,0.512689948,0.870043435
Alp7A_like_C,-0.034813262,0.00021902,0.002910093
Alpha-E,-0.008804826,0.350039538,0.870043435
Alpha-L-AF_C,-0.014131684,0.133632019,0.560332009
Alpha-amy_C_pro,-0.002022992,0.829994106,0.870043435
Alpha-amylase,-0.043940045,3.07E-06,6.03E-05
Alpha-amylase_C,-0.029354969,0.001831719,0.019416554
Alpha-amylase_C_2,-0.004149703,0.659627228,0.870043435
Alpha-amylase_N,-0.006678279,0.478446899,0.870043435
Alpha-mann_mid,-0.011931484,0.205375154,0.717103133
Alpha_GJ,-0.002076602,0.82556037,0.870043435
Alpha_L_fucos,-0.010822945,0.25067152,0.793139818
Alpha_adaptinC2,-0.002274512,0.809241875,0.870043435
Alpha_kinase,-0.002128411,0.821280962,0.870043435
Amdase,-0.01942955,0.039175629,0.234678312
Amelogenin,-0.018857273,0.045329674,0.262365424
AmiA-like,-0.014057232,0.135691582,0.565978667
AmiR_N,-0.032284498,0.000609419,0.007336561
AmiS_UreI,-0.005259578,0.576690228,0.870043435
Amidase,-0.033982981,0.0003088,0.003943956
Amidase_2,-0.022049353,0.019259061,0.138735009
Amidase_3,-0.023967186,0.01095575,0.088855602
Amidase_5,-0.018570503,0.048708075,0.277149296
Amidase_6,-0.002372473,0.801194675,0.870043435
Amido_AtzD_TrzD,-0.009772814,0.299616541,0.857864342
Amidohydro_1,-0.047560773,4.40E-07,9.82E-06
Amidohydro_2,-0.029538478,0.001714262,0.018357086
Amidohydro_3,-0.047594784,4.32E-07,9.67E-06
Amidoligase_2,-0.005618183,0.550983581,0.870043435
Amino_oxidase,-0.044950635,1.81E-06,3.70E-05
Aminoglyc_resit,-0.017620934,0.061437788,0.330024223
Aminotran_1_2,-0.060537281,1.27E-10,4.57E-09
Aminotran_3,-0.040511959,1.70E-05,0.000286491
Aminotran_4,-0.016639257,0.077375897,0.391686528
Aminotran_5,-0.041656912,9.73E-06,0.000172857
Amj,-0.004236578,0.652963901,0.870043435
Ammonium_transp,-0.010094026,0.284012032,0.837211578
AmoC,-0.001976224,0.833866312,0.870043435
AmpE,-0.005270484,0.575900208,0.870043435
Amphi-Trp,-0.003796713,0.686975336,0.870043435
AmyA-A_glucT_m,-0.002137756,0.820509596,0.870043435
Amylosucrase_C-like,-0.004278822,0.649733759,0.870043435
An_peroxidase,-0.009421398,0.317331712,0.870043435
Anamorsin_N,-0.021414947,0.02301882,0.158830486
AnfG_VnfG,-0.003020176,0.748555106,0.870043435
AnfO_nitrog,-0.004352575,0.644110079,0.870043435
Ank,-0.028599856,0.002397012,0.024573097
Ank_2,-0.030631888,0.001146531,0.012937968
Ank_3,-0.027020197,0.00412691,0.038445601
Ank_4,-0.029772659,0.001574433,0.017162506
Ank_5,-0.028370261,0.002598189,0.026170231
Ank_KRIT1,-0.009527007,0.311937176,0.870043435
AnmK,-0.008338825,0.37612904,0.870043435
Anp1,-0.002903027,0.757997435,0.870043435
Ant-IIb_sub-bd,-0.002081169,0.825182982,0.870043435
AntA,-0.009425718,0.31710987,0.870043435
Anth_synt_I_N,-0.0132381,0.15999787,0.624874852
Anthrax-tox_M,-0.014036946,0.136256977,0.567720998
Anthrax_toxA,-0.0141184,0.133997718,0.560332009
Anthrone_oxy,-0.00869245,0.356223566,0.870043435
Anti-Pycsar_Apyc1,-0.014311638,0.128753897,0.547967178
Anti-TRAP,-0.01095217,0.245058284,0.784694904
Anti-adapt_IraP,-0.006800324,0.470444289,0.870043435
Antibiotic_NAT,-0.039910319,2.26E-05,0.000373303
Anticodon_1,-0.009247054,0.326370349,0.870043435
Anticodon_2,-0.005470972,0.561468008,0.870043435
Anticodon_3,-0.012057522,0.200628217,0.706301962
Antig_Caf1,-0.010827483,0.250472876,0.792946384
Antigen_C,-0.015188548,0.106935916,0.488239079
Antiholin,-0.003515276,0.709079439,0.870043435
Antimicrobial17,-0.002210196,0.814536322,0.870043435
Antimicrobial_7,-0.002716996,0.773065757,0.870043435
Antirestrict,-0.105922677,1.77E-29,3.14E-27
Antiterm,-0.007750138,0.4107536,0.870043435
Antitox_RHH,-0.01320806,0.160948101,0.626676044
Ap4A_phos_N,-0.005191966,0.581599676,0.870043435
ApbA,-0.041244834,1.19E-05,0.000207368
ApbA_C,-0.020278272,0.031362518,0.200445641
ApbE,-0.020229107,0.031775547,0.201910401
Ape1_N,-0.00217445,0.817482519,0.870043435
ApeA_NTD1,-0.010659571,0.257895705,0.805320108
ApeI-like,-0.007135045,0.448880354,0.870043435
ApeP-like,-0.005958162,0.527144316,0.870043435
Apex,-0.007510408,0.425379323,0.870043435
AphA_like,-0.005153452,0.58440494,0.870043435
ApoC-I,-0.001954123,0.83569764,0.870043435
ApoL,-0.003071743,0.744410599,0.870043435
ApoLp-III,-0.015199285,0.106688161,0.487687102
ApoO,-0.013839846,0.141845441,0.582351541
Apolipoprotein,-0.033393254,0.000392375,0.004934854
Aquarius_N_3rd,-0.004937396,0.600257313,0.870043435
ArAE_1,-0.018298063,0.052111009,0.291321504
ArAE_1_C,-0.002825147,0.764294819,0.870043435
AraA_N,-0.005249178,0.577444111,0.870043435
AraA_central,-0.00887346,0.346296345,0.870043435
AraC_N,-0.020634848,0.028502532,0.187198008
AraC_binding,-0.048493802,2.61E-07,6.06E-06
AraC_binding_2,-0.0271793,0.003911772,0.03688836
AraR_C,-0.010485872,0.265733424,0.815713252
ArabFuran-catal,-0.001536165,0.870486979,0.886239966
Arabino_trans_C,-0.002662675,0.777482085,0.870043435
Arabino_trans_N,-0.002662675,0.777482085,0.870043435
Arabinose_Iso_C,-0.00959405,0.308544118,0.868759598
Arabinose_bd,-0.023843851,0.011373415,0.091919829
Arabinose_trans,-0.002662675,0.777482085,0.870043435
Arb1,-0.002131516,0.821024648,0.870043435
Arc,-0.02397792,0.010920053,0.088628413
Arc1p_N_like,-0.009951239,0.290879421,0.845441624
Arc_trans_TRASH,-0.003001025,0.750096198,0.870043435
Arcadin_1,-0.00217775,0.817210387,0.870043435
ArdA,-0.060215814,1.59E-10,5.61E-09
ArdcN,-0.060396416,1.40E-10,5.01E-09
Arf,-0.010113364,0.283090439,0.837211578
ArfA,-0.00637151,0.498886432,0.870043435
ArfGap,-0.00212339,0.821695403,0.870043435
ArgJ,-0.004357578,0.643729314,0.870043435
ArgZ-like_C_2nd,-0.003040216,0.746943596,0.870043435
Arg_decarb_HB,-0.002138706,0.820431166,0.870043435
Arg_decarbox_C,-0.003110493,0.741301057,0.870043435
Arg_repressor,-0.016478485,0.080282028,0.404496563
Arg_repressor_C,-0.015035823,0.110509457,0.49863285
Arg_tRNA_synt_N,-0.005307898,0.573193669,0.870043435
Arginase,-0.025243271,0.007370906,0.063676894
Arginosuc_syn_C,-0.005644416,0.549125379,0.870043435
Arginosuc_synth,-0.011451643,0.224193561,0.752291049
ArlS_N,-0.008217601,0.383107749,0.870043435
Arm,-0.007225472,0.443152429,0.870043435
Arm-DNA-bind_1,-0.004400188,0.640490307,0.870043435
Arm-DNA-bind_2,-0.00542749,0.564583176,0.870043435
Arm-DNA-bind_3,-0.041686124,9.59E-06,0.000170719
Arm-DNA-bind_4,-0.010963607,0.244565758,0.784657811
Arm-DNA-bind_5,-0.004079,0.665070085,0.870043435
Arm_3,-0.002832069,0.76373447,0.870043435
ArnR1-like_WHD,-0.002202552,0.815166105,0.870043435
Arnt_C,-0.005107308,0.58777417,0.870043435
AroM,-0.007397041,0.432400275,0.870043435
Aromatic_hydrox,-0.003563289,0.705290518,0.870043435
Arr-ms,-0.023729253,0.0117741,0.094233651
Arrestin_C,-0.002971159,0.752501472,0.870043435
Arrestin_N,-0.002167041,0.818093476,0.870043435
ArsA_ATPase,-0.151583822,6.77E-59,4.88E-56
ArsA_HSP20,-0.04176391,9.23E-06,0.000165769
ArsB,-0.054528842,6.97E-09,2.07E-07
ArsC,-0.0562392,2.32E-09,7.27E-08
ArsD,-0.045829499,1.14E-06,2.41E-05
ArsP_1,-0.025072553,0.007779854,0.066630585
ArsR,-0.002053481,0.827471895,0.870043435
Arylesterase,-0.015208349,0.106479387,0.48692576
Arylsulfotran_2,-0.005714812,0.544154339,0.870043435
Arylsulfotran_N,-0.004298957,0.648196502,0.870043435
Arylsulfotrans,-0.006101781,0.51723427,0.870043435
Asd-4,-0.002184376,0.816664163,0.870043435
AsiA,-0.002212431,0.814352134,0.870043435
AsmA,-0.007419334,0.4310144,0.870043435
AsnA,-0.002137134,0.820560884,0.870043435
AsnC_trans_reg,-0.03911037,3.29E-05,0.000521606
AsnC_trans_reg2,-0.005225764,0.579143097,0.870043435
AsnC_trans_reg_3,-0.006450964,0.493548432,0.870043435
Asn_synthase,-0.021709525,0.021200318,0.149726434
Asp-Al_Ex,-0.010660488,0.257854745,0.805320108
Asp1,-0.002880595,0.75980965,0.870043435
Asp2,-0.005497777,0.559551778,0.870043435
Asp23,-0.009695627,0.303449973,0.863055127
Asp_Arg_Hydrox,-0.003658949,0.697763348,0.870043435
Asp_DH_C,-0.013017368,0.167079676,0.638543113
Asp_Glu_race,-0.031904809,0.000706464,0.008362378
Asp_aminotransf,-0.02087704,0.026690644,0.178151603
Asp_decarbox,-0.016713647,0.076060515,0.387801025
Asp_protease,-0.005458362,0.562370589,0.870043435
Asp_protease_2,-0.010466851,0.266601542,0.816366289
Asparaginase,-0.014398585,0.126447094,0.541481284
Asparaginase_2,-0.009984449,0.289272281,0.843320834
Asparaginase_C,-0.014241209,0.13064631,0.551718745
Asparaginase_II,-0.003773421,0.688794921,0.870043435
Aspzincin_M35,-0.004922744,0.601339388,0.870043435
AstA,-0.008505374,0.366669908,0.870043435
AstB,-0.004892398,0.603583217,0.870043435
AstE_AspA_cat,-0.026597506,0.004751599,0.043425445
AstE_AspA_hybrid,-0.009607914,0.307845525,0.868614251
Astacin,-0.006625336,0.481941451,0.870043435
At4g08330,-0.00206293,0.826690597,0.870043435
At5g48480-like_C,-0.007581903,0.420985976,0.870043435
At5g48480-like_N,-0.007617853,0.418786909,0.870043435
AtaL,-0.006733903,0.474790401,0.870043435
AtpR,-0.006299888,0.503724422,0.870043435
Attacin_C,0.000562367,0.952405396,0.956552419
Atu4866,-0.012190974,0.195689876,0.697271746
AtuA,-0.010975321,0.244062064,0.78362132
AtuA_ferredoxin,-0.009367403,0.32011331,0.870043435
AtzG-like,-0.002111475,0.822679242,0.870043435
AtzH-like,-0.006936887,0.461578048,0.870043435
AurF,-0.009197539,0.328967621,0.870043435
Auto_anti-p27,-0.002091639,0.82431777,0.870043435
Autoind_bind,-0.034707,0.000228959,0.003031667
Autoind_synth,-0.028959964,0.002110031,0.022042557
Autotransporter,-0.049573667,1.40E-07,3.45E-06
Auxin_BP,-0.006423843,0.495367073,0.870043435
Av_adeno_fibre,-0.00306954,0.744587453,0.870043435
AveC_like,-0.002181783,0.816877938,0.870043435
AviRa,-0.007783749,0.408727154,0.870043435
Avidin,-0.007387149,0.433016093,0.870043435
AvrB_AvrC,-0.002619617,0.780987942,0.870043435
AvrD,-0.00372803,0.692345953,0.870043435
AvrE_T3Es,-0.003466897,0.712904601,0.870043435
AvrPphF-ORF-2,-0.003462308,0.713267827,0.870043435
AvrPto,0.000124108,0.989490513,0.990091453
AvrPtoB-E3_ubiq,-0.002619617,0.780987942,0.870043435
AvrPtoB_bdg,-0.002619617,0.780987942,0.870043435
Ax_dynein_light,-0.002831497,0.763780775,0.870043435
AzlC,-0.018864246,0.045250044,0.262365424
AzlD,-0.018394261,0.0508874,0.286285066
B,-0.002144915,0.819918777,0.870043435
B-barrel_PelB_C,-0.004762728,0.613213371,0.870043435
B-block_TFIIIC,-0.010329442,0.272930971,0.823146677
B-prop_COPA_B_2nd,-0.007967688,0.397743111,0.870043435
B12-binding,-0.024670205,0.008825139,0.07429221
B12-binding_2,-0.011258297,0.232114443,0.767041796
B129_C2H2-zf,-0.002195884,0.815715633,0.870043435
B12D,-0.005675488,0.546928481,0.870043435
B3_4,-0.013879095,0.140718772,0.578990226
B5,-0.002130396,0.821117057,0.870043435
BA14K,-0.011310022,0.229976189,0.763695764
BAALC_N,-0.002105904,0.823139367,0.870043435
BAAT_C,-0.020644998,0.028424524,0.186952368
BACON,-0.002852469,0.762083815,0.870043435
BACON_2,-0.002100775,0.82356305,0.870043435
BAG6,-0.003063783,0.745049878,0.870043435
BAHCC1-like_Tudor,-0.004280458,0.649608846,0.870043435
BAR,-0.005489731,0.560126609,0.870043435
BARF1_ig2,-0.002234996,0.812493742,0.870043435
BAR_2,-0.002136753,0.820592367,0.870043435
BAR_3,-0.002134843,0.820749992,0.870043435
BAT,-0.00804044,0.393448254,0.870043435
BATS,-0.013729659,0.145045423,0.588602696
BA_2335-like,-0.003036424,0.747248471,0.870043435
BBE,-0.013223428,0.160461467,0.625676239
BBP1_C,-0.002946007,0.754528982,0.870043435
BBP2,-0.007802789,0.407581868,0.870043435
BBP2_2,-0.005636936,0.549654933,0.870043435
BBS1,-0.004214879,0.654625689,0.870043435
BBS2_Mid,-0.007149097,0.4479875,0.870043435
BBS7_hp,-0.002168916,0.817938901,0.870043435
BCA_ABC_TP_C,-0.037445791,7.02E-05,0.001041663
BCCT,-0.041336336,1.14E-05,0.00019861
BCD,-0.003721416,0.692863975,0.870043435
BCHF,-0.00360862,0.701719951,0.870043435
BCSC_C,-0.008854581,0.347323418,0.870043435
BD-FAE,-0.062752224,2.62E-11,1.03E-09
BDM,-0.003042048,0.746796285,0.870043435
BFN_dom,-0.002936591,0.755288371,0.870043435
BHD_2,-0.001825044,0.846410808,0.870410686
BIM1-like_dom,-0.002115137,0.822376851,0.870043435
BIg21,-0.013359962,0.156186623,0.614149446
BKACE,-0.023285691,0.013445472,0.105129915
BLACT_WH,-0.007157193,0.447473518,0.870043435
BLH_phosphatase,-0.012369025,0.189240705,0.683958964
BLIP,-0.002854212,0.761942783,0.870043435
BLOC1S3,-0.002071779,0.825959016,0.870043435
BLOC1_2,-0.006169614,0.512587421,0.870043435
BLUF,-0.016014689,0.089165234,0.432258362
BLYB,-0.019341187,0.040076814,0.239173692
BMC,-0.005218396,0.579678179,0.870043435
BMT5-like,-0.003017053,0.748806376,0.870043435
BNR,-0.018348094,0.0514716,0.288305954
BNR_2,-0.016980194,0.071496366,0.370592176
BNR_3,-0.005345715,0.570464165,0.870043435
BNR_4,-0.004250822,0.651874071,0.870043435
BNR_6,-0.006398828,0.497047675,0.870043435
BOF,-0.032493627,0.000561416,0.006815592
BON,-0.020791779,0.027316824,0.181477495
BON_like,-0.002111475,0.822679242,0.870043435
BORCS6,-0.007126235,0.449440626,0.870043435
BPA,-0.00231793,0.805672707,0.870043435
BPA_C,-0.003548374,0.70646674,0.870043435
BPD_transp_1,-0.075732702,8.32E-16,5.08E-14
BPD_transp_1_N,-0.053156438,1.64E-08,4.65E-07
BPD_transp_2,-0.049666418,1.33E-07,3.29E-06
BPL_C,-0.004193986,0.656227292,0.870043435
BPL_LplA_LipB,-0.013172724,0.162071276,0.628740051
BPL_LplA_LipB_2,-0.004215701,0.654562693,0.870043435
BPL_N,-0.008067693,0.391846649,0.870043435
BPTA,-0.009056368,0.336445894,0.870043435
BRCT,-0.02500747,0.007941036,0.067839974
BRCT_2,-0.005229032,0.578905815,0.870043435
BRE1,-0.0063957,0.49725798,0.870043435
BRI3BP,-0.003644138,0.698926826,0.870043435
BSP,-0.004256026,0.651476054,0.870043435
BT1,-0.01003316,0.286925865,0.839877159
BTAD,-0.018518472,0.049343159,0.279918668
BTH_I2711-like,-0.002999589,0.750211741,0.870043435
BTP,-0.014399205,0.126430744,0.541481284
BTRD1,-0.002130215,0.821132039,0.870043435
BT_3535-like,-0.002842801,0.762865973,0.870043435
BT_3657-like_N,-0.002112243,0.822615889,0.870043435
BT_3987-like_N,-0.002147426,0.819711611,0.870043435
BT_MCC_alpha,-0.010484452,0.265798179,0.815713252
BUD22,-0.001219485,0.897017977,0.90816704
B_lactamase-like_C,-0.002119,0.822057857,0.870043435
B_lectin,-0.003061862,0.745204139,0.870043435
B_solenoid_ydck,-0.003577566,0.704165234,0.870043435
BacA,-0.014606637,0.121057873,0.528448314
Bac_A_amyl_C,-0.002115137,0.822376851,0.870043435
Bac_DNA_binding,-0.048509206,2.58E-07,6.02E-06
Bac_DnaA,-0.077552104,1.67E-16,1.07E-14
Bac_DnaA_C,-0.004335475,0.645412151,0.870043435
Bac_GDH_CD,-0.00602336,0.522633537,0.870043435
Bac_RepA_C,-0.033816512,0.000330526,0.004198184
Bac_export_1,-0.02024984,0.031600807,0.201132508
Bac_export_2,-0.02036642,0.030633522,0.19792516
Bac_export_3,-0.020584602,0.028891427,0.188891626
Bac_globin,-0.008852761,0.347422559,0.870043435
Bac_luciferase,-0.04159424,1.00E-05,0.000177176
Bac_rhamnosid,-0.009883439,0.294179057,0.849814958
Bac_rhamnosid-like_N,-0.002133575,0.820854708,0.870043435
Bac_rhamnosid6H,-0.013257196,0.159396056,0.623368842
Bac_rhamnosid_C,-0.010111608,0.283174053,0.837211578
Bac_rhamnosid_N,-0.00988945,0.293885487,0.849814958
Bac_rhodopsin,-0.004636094,0.622682988,0.870043435
Bac_thur_toxin,-0.003489825,0.711090871,0.870043435
Bac_transf,-0.020869495,0.02674555,0.178298514
Bacillus_HBL,-0.011249303,0.232487663,0.767615294
Bact_hydrolase,-0.003784199,0.68795273,0.870043435
Bact_lectin,-0.003681922,0.695960044,0.870043435
Bact_surface_Ig-like,-0.016666469,0.076892599,0.389974644
Bact_transglu_N,-0.016832094,0.074003793,0.38025777
Bact_transglu_N_2,-0.003744956,0.691021039,0.870043435
BacteriocIIc_cy,-0.001811783,0.84751304,0.870922916
Bacteriocin_II,-0.013783186,0.143484078,0.585847116
Bacteriocin_IIc,-0.013110014,0.164079131,0.63161703
Bacteriocin_IId,-0.014688979,0.118975228,0.522322537
Bacteriocin_IIi,-0.00170771,0.856173859,0.876218783
Bactofilin,-0.015779101,0.09397173,0.448350935
Baculo_11_kDa,-0.002163095,0.818418964,0.870043435
Baculo_ODV-E27,0.001485579,0.874715999,0.889446272
Baculo_PEP_C,-0.028950328,0.00211728,0.022098271
Baculo_PEP_N,-0.002158547,0.818794097,0.870043435
Baculo_VP39,-0.007090684,0.451705575,0.870043435
Baculo_p47,-0.002217251,0.813955078,0.870043435
BamE,-0.018356561,0.051364031,0.28784323
BamHI,0.00409906,0.663524064,0.870043435
Band_7,-0.039383755,2.89E-05,0.000463041
Band_7_1,-0.014049497,0.135906947,0.566672025
Band_7_C,-0.007258688,0.441058922,0.870043435
BapA_N,-0.010083641,0.284507731,0.837211578
Barstar,-0.006302858,0.503523339,0.870043435
Baseplate_J,-0.02665863,0.004656266,0.042728133
BatA,-0.004776486,0.612188375,0.870043435
BatD,-0.009082978,0.335027969,0.870043435
Bax1-I,-0.013124836,0.163602878,0.631319556
BaxI_1,-0.00916938,0.330450629,0.870043435
Bbp16,-0.005216115,0.579843893,0.870043435
BclA_C,-0.004045772,0.667634275,0.870043435
BcrAD_BadFG,-0.017636797,0.061204453,0.329384488
BcsB,-0.010513393,0.264480823,0.815140922
Bd3614-deam,-0.010885779,0.247931043,0.789070374
BenE,-0.006401165,0.496890532,0.870043435
Bep_C_terminal,-0.029643684,0.001650088,0.017818788
Bestrophin,-0.009337362,0.3216678,0.870043435
BetR,-0.019929745,0.034392415,0.213974035
Beta-AFase-like_GH127_cat,-0.014295901,0.129174892,0.548658451
Beta-Casp,-0.011297742,0.230482536,0.764276909
Beta-barrel_GLAA-B_I,-0.002959978,0.75340254,0.870043435
Beta-ketacyl_N,-0.012355344,0.189730632,0.68530015
Beta-lactamase,-0.08488561,1.79E-19,1.45E-17
Beta-lactamase2,-0.077439085,1.85E-16,1.17E-14
Beta-prism_lec,-0.00370861,0.693867343,0.870043435
Beta-prop_ATRN-LZTR1,-0.009177489,0.330023126,0.870043435
Beta-prop_BBS7,-0.007991121,0.39635666,0.870043435
Beta-prop_CAF1B_HIR1,-0.016223722,0.085068159,0.419987621
Beta-prop_DCAF12,-0.012712973,0.177228547,0.66093295
Beta-prop_DCAF4,-0.013138804,0.16315501,0.63038278
Beta-prop_EIPR1,-0.014363452,0.1273753,0.54347737
Beta-prop_ELP1_1st,-0.006900192,0.463951222,0.870043435
Beta-prop_EML,-0.016937911,0.072205045,0.373072448
Beta-prop_EML_2,-0.035599142,0.00015715,0.002147408
Beta-prop_FAM234A_B,-0.005297837,0.573920872,0.870043435
Beta-prop_HPS5,-0.014940795,0.112780139,0.50492754
Beta-prop_HVO_0234,-0.002162824,0.818441306,0.870043435
Beta-prop_IFT122_1st,-0.015904985,0.091378208,0.438927479
Beta-prop_IFT122_2nd,-0.003050755,0.746096553,0.870043435
Beta-prop_IFT140_1st,-0.016392096,0.081879867,0.409683518
Beta-prop_IFT140_2nd,-0.00409007,0.664216737,0.870043435
Beta-prop_IFT80_2nd,-0.007129799,0.449213895,0.870043435
Beta-prop_IP5PC_F,-0.009233476,0.327081255,0.870043435
Beta-prop_KIB1-4,-0.002162824,0.818441306,0.870043435
Beta-prop_LRRK2,-0.004655375,0.621237054,0.870043435
Beta-prop_NOL10_N,-0.006034259,0.521881416,0.870043435
Beta-prop_NUP159_NUP214,-0.015508158,0.09975404,0.466374899
Beta-prop_NWD2_C,-0.013039679,0.166353355,0.637358364
Beta-prop_Nup120_160,-0.013486844,0.152291965,0.606246262
Beta-prop_RIG_1st,-0.009751123,0.300690522,0.859232852
Beta-prop_RIG_2nd,-0.015936197,0.090744164,0.43678341
Beta-prop_RSE1_1st,-0.002111475,0.822679242,0.870043435
Beta-prop_SCAP,-0.013510481,0.151574666,0.605091941
Beta-prop_SPT8,-0.013138734,0.163157253,0.63038278
Beta-prop_TEP1_2nd,-0.016816951,0.074264175,0.380661658
Beta-prop_TEP1_C,-0.028021093,0.002933857,0.029068874
Beta-prop_VPS8,-0.013079532,0.16506184,0.633918813
Beta-prop_Vps41,-0.015804582,0.09344205,0.446794012
Beta-prop_WDR11_1st,-0.00372588,0.692514369,0.870043435
Beta-prop_WDR11_2nd,-0.005269592,0.575964794,0.870043435
Beta-prop_WDR19_1st,-0.015095818,0.109094556,0.494182058
Beta-prop_WDR35_TULP_N,-0.015213986,0.106349693,0.486718657
Beta-prop_WDR75_1st,-0.016087902,0.087712547,0.427772085
Beta-prop_WDR75_2nd,-0.011888162,0.207025477,0.720683618
Beta-prop_WDR90_POC16_2nd,-0.01990536,0.034613457,0.214968767
Beta-sand_DEX1,-0.002144685,0.819937798,0.870043435
Beta-sol_PIC_HAP1_IgA0_2nd,-0.034389024,0.000261286,0.003404983
Beta-tre_PLH30,-0.002239105,0.812155516,0.870043435
BetaGal_ABD2,-0.008507749,0.36653612,0.870043435
BetaGal_ABD_1,-0.007636969,0.417620372,0.870043435
BetaGal_dom2,-0.002148067,0.819658697,0.870043435
